AGE,EDUCATION,SEX,DISABILITY,INSURANCE,CHILD,RACE,INCOME
29,Associate's degree,Female,Without diability,Health insurance coverage,No child,White alone,5000
35,"College, less than 1 year",Male,Without diability,Health insurance coverage,No child,White alone,165000
41,"College, less than 1 year",Female,Without diability,Health insurance coverage,No child,White alone,29700
46,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,77000
18,Grade 11,Female,Without diability,Health insurance coverage,No child,White alone,5700
41,Associate's degree,Female,Without diability,Health insurance coverage,No child,White alone,16500
45,"College, less than 1 year",Male,With disability,Health insurance coverage,No child,White alone,13550
16,Grade 10,Female,With disability,Health insurance coverage,Have child,White alone,0
61,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,54530
60,Regular high school diploma,Female,Without diability,Health insurance coverage,No child,White alone,41500
93,Regular high school diploma,Male,With disability,Health insurance coverage,No child,White alone,57820
35,"Grade 12, no diploma no diploma",Male,Without diability,Health insurance coverage,No child,White alone,50000
22,GED or alternative,Male,Without diability,No health insurance coverage,No child,White alone,17500
21,GED or alternative,Female,Without diability,No health insurance coverage,No child,White alone,13000
61,Professional degree beyond college,Female,Without diability,Health insurance coverage,No child,White alone,5500
56,GED or alternative,Male,With disability,No health insurance coverage,No child,White alone,110000
67,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,70500
69,"College, less than 1 year",Male,Without diability,Health insurance coverage,No child,White alone,56700
23,"One or more year college, no diploma",Female,Without diability,Health insurance coverage,No child,White alone,30000
27,"One or more year college, no diploma",Male,Without diability,Health insurance coverage,No child,White alone,35000
27,Bachelor's degree,Male,Without diability,Health insurance coverage,No child,White alone,33300
30,"One or more year college, no diploma",Female,With disability,Health insurance coverage,No child,White alone,58000
71,"One or more year college, no diploma",Male,Without diability,Health insurance coverage,No child,White alone,221000
33,Master's degree,Female,Without diability,Health insurance coverage,No child,White alone,37200
35,Associate's degree,Female,Without diability,Health insurance coverage,No child,American Indian alone,28820
17,Grade 11,Male,Without diability,Health insurance coverage,Have child,American Indian alone,500
66,Bachelor's degree,Male,With disability,Health insurance coverage,No child,White alone,67200
26,"College, less than 1 year",Male,Without diability,Health insurance coverage,No child,White alone,62000
29,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,59000
46,Bachelor's degree,Female,Without diability,No health insurance coverage,No child,White alone,22900
48,Grade 11,Male,With disability,No health insurance coverage,No child,White alone,8700
25,Grade 11,Female,Without diability,Health insurance coverage,No child,White alone,9800
26,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,6000
26,Regular high school diploma,Male,Without diability,No health insurance coverage,No child,White alone,10000
41,Grade 11,Female,Without diability,Health insurance coverage,No child,Some other race alone,47000
29,"College, less than 1 year",Male,Without diability,Health insurance coverage,No child,White alone,27700
30,Regular high school diploma,Female,Without diability,Health insurance coverage,No child,White alone,1200
27,Bachelor's degree,Male,Without diability,No health insurance coverage,No child,White alone,14000
57,Master's degree,Male,Without diability,Health insurance coverage,No child,White alone,463000
54,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,3000
28,Grade 11,Male,With disability,Health insurance coverage,No child,American Indian alone,11000
31,Grade 10,Female,With disability,Health insurance coverage,No child,American Indian alone,8600
67,Associate's degree,Male,With disability,Health insurance coverage,No child,White alone,10500
30,Associate's degree,Male,With disability,Health insurance coverage,No child,White alone,50000
28,"One or more year college, no diploma",Female,With disability,Health insurance coverage,No child,White alone,0
56,"College, less than 1 year",Female,Without diability,Health insurance coverage,No child,White alone,0
60,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,45000
62,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,115030
55,Associate's degree,Female,Without diability,No health insurance coverage,No child,White alone,88000
19,"College, less than 1 year",Male,Without diability,No health insurance coverage,No child,White alone,27000
32,9,Female,Without diability,No health insurance coverage,No child,White alone,2000
31,Grade 9,Male,Without diability,No health insurance coverage,No child,White alone,6600
52,Associate's degree,Female,Without diability,Health insurance coverage,No child,White alone,80000
74,Associate's degree,Female,Without diability,Health insurance coverage,No child,White alone,54300
66,"College, less than 1 year",Male,With disability,Health insurance coverage,No child,White alone,40400
38,Associate's degree,Male,Without diability,Health insurance coverage,No child,White alone,26000
58,"College, less than 1 year",Male,With disability,No health insurance coverage,No child,American Indian alone,20000
63,"One or more year college, no diploma",Female,With disability,No health insurance coverage,No child,American Indian alone,8400
20,Grade 11,Female,With disability,No health insurance coverage,No child,American Indian alone,9360
